drugbank_id	mcule_id
DB08989	MCULE-4849532738
DB08990	MCULE-7728164114
DB08995	MCULE-3131534165
DB08995	MCULE-6096209142
DB08995	MCULE-7470582588
DB09002	MCULE-6372631680
DB09002	MCULE-6526705979
DB09009	MCULE-1215719824
DB09009	MCULE-6268951673
DB09015	MCULE-5932450224
DB09019	MCULE-1869883185
DB09019	MCULE-9140626069
DB09020	MCULE-8607347748
DB09022	MCULE-6007979832
DB09023	MCULE-2668849266
DB09023	MCULE-7558186631
DB09028	MCULE-3213872611
DB09028	MCULE-8680446527
DB09028	MCULE-9751273485
