drugbank_id	bindingdb_id
DB08847	50357209
DB08847	50357230
DB08847	50357233
DB08848	90787
DB08860	50371229
DB08860	86707
DB08865	50306682
DB08865	50352564
DB08868	50158336
DB08873	12311
DB08877	50355501
DB08878	50367055
DB08881	50396483
DB08882	50228403
DB08889	50277889
DB08896	50363397
DB08897	50296331
DB08899	50425732
DB08901	50322535
DB08903	50416573
DB08903	50416574
DB08906	50354851
DB08907	50386885
DB08912	50428286
DB08913	26979
DB08915	50277782
DB08915	50277897
DB08915	50278026
DB08916	50322823
DB08918	50032379
DB08918	50275771
DB08918	86420
DB08926	50099670
DB08927	50311786
DB08932	50395626
DB08936	50329371
DB08941	50326178
DB08943	31771
DB08944	14672
DB08944	92494
DB08950	50033113
DB08951	50233673
DB08953	50029150
DB08954	50007674
DB08954	50007677
DB08954	50080017
DB08954	50083351
DB08955	50012894
DB08960	50038416
DB08978	26980
DB08980	61401
DB08981	50240374
DB08985	97154
DB08986	26979
DB08990	26979
DB08997	50018550
DB08997	50018556
DB09000	86057
DB09008	50350473
DB09010	50431275
DB09017	50011875
DB09020	61400
DB09023	50144504
DB09028	50107863
DB09028	50143282
DB09028	86311
