drugbank_id	actor_id
DB01982	6906-37-2
DB01982	9005-38-3
DB01982	9046-38-2
DB01982	91510-62-2
DB01982	94088-15-0
DB01985	155-84-0
DB01985	2389-86-8
DB01986	443-86-7
DB01987	12318-71-7
DB01987	136-08-3
DB01987	136-09-4
DB01987	154-87-0
DB01987	23883-45-6
DB01990	1256-86-6
DB01990	2864-50-8
DB01992	102778-59-6
DB01992	153-46-8
DB01992	18439-24-2
DB01992	31416-98-5
DB01992	55672-92-9
DB01992	85-61-0
DB01995	117309-80-5
DB01995	3590-36-1
DB01995	36534-96-0
DB01996	108-99-6
DB01996	22933-76-2
DB01996	35273-36-0
DB01996	55038-36-3
DB01996	61204-14-6
DB01996	68099-01-4
DB01996	77027-81-7
DB01996	97348-99-7
DB02000	1716-12-7
DB02000	1821-12-1
DB02000	4521-14-6
DB02003	16128-42-0
DB02003	22541-88-4
DB02003	23188-91-2
DB02003	23188-93-4
DB02003	23705-91-1
DB02003	27605-35-2
DB02003	35843-61-9
DB02003	366-18-7
DB02003	56149-55-4
DB02003	7233-40-1
DB02007	15912-94-4
DB02007	299-31-0
DB02007	32972-52-4
DB02007	33068-18-7
DB02007	3415-10-9
DB02007	34378-76-2
DB02007	3672-15-9
DB02007	56-73-5
DB02007	58823-95-3
DB02007	6051-41-8
DB02009	216863-66-0
DB02010	109189-95-9
DB02010	62996-74-1
DB02011	63446-55-9
DB02013	129048-51-7
DB02013	13968-47-3
DB02013	13982-24-6
DB02013	14067-02-8
DB02013	14092-79-6
DB02013	14093-02-8
DB02013	14093-04-0
DB02013	14343-69-2
DB02013	14596-12-4
DB02013	14681-59-5
DB02013	14762-69-7
DB02013	32020-21-6
DB02013	7439-89-6
DB02015	4033-27-6
DB02015	42572-30-5
DB02016	161582-11-2
DB02016	189197-69-1
DB02020	51411-04-2
DB02020	51876-97-2
DB02021	105300-43-4
DB02021	136087-85-9
DB02021	15825-24-8
DB02022	73-67-6
DB02023	127027-50-3
DB02024	501-52-0
DB02025	21566-74-5
DB02025	32467-88-2
DB02026	156595-85-6
DB02030	975-91-7
DB02031	29347-89-5
DB02032	110075-07-5
DB02032	62571-86-2
DB02034	214462-68-7
DB02034	72741-87-8
DB02035	86855-26-7
DB02037	527-57-1
DB02037	5325-00-8
DB02041	3682-14-2
DB02042	23778-52-1
DB02043	200880-41-7
DB02043	4537-77-3
DB02044	214358-33-5
DB02045	110-58-7
DB02047	6341-72-6
DB02053	3506-18-1
DB02053	51584-96-4
DB02053	64913-51-5
DB02054	110201-30-4
DB02054	15151-51-6
DB02054	17264-94-7
DB02054	2906-33-4
DB02054	84434-85-5
DB02054	915120-54-6
DB02054	99-05-8
DB02055	3622-84-2
DB02056	41598-07-6
DB02057	110592-37-5
DB02057	118896-96-1
DB02057	74341-63-2
DB02057	77521-29-0
DB02057	83643-88-3
DB02059	26656-46-2
DB02060	108-94-1
DB02060	11119-77-0
DB02061	133-99-3
DB02061	1336-90-9
DB02061	13360-52-6
DB02061	14641-93-1
DB02061	149116-55-2
DB02061	15548-43-3
DB02061	16462-44-5
DB02061	23315-16-4
DB02061	37264-79-2
DB02061	4482-75-1
DB02061	47297-42-7
DB02061	528-50-7
DB02061	5965-66-2
DB02061	63-42-3
DB02061	6363-53-7
DB02061	69-79-4
DB02061	9005-84-9
DB02061	96427-12-2
DB02068	627-95-2
DB02068	660-88-8
DB02070	13535-93-8
DB02070	16055-80-4
DB02070	2126-91-2
DB02070	2922-83-0
DB02070	3039-10-9
DB02070	343-65-7
DB02074	107-93-7
DB02074	15105-17-6
DB02074	3724-65-0
DB02074	39382-27-9
DB02074	503-64-0
DB02076	2464-13-3
DB02076	53411-70-4
DB02076	83748-20-3
DB02076	921-62-0
DB02078	112-49-2
DB02078	7237-69-6
DB02079	2921-14-4
DB02079	645-88-5
DB02082	117604-44-1
DB02082	34273-04-6
DB02082	64564-03-0
DB02083	1118-68-9
DB02083	17647-86-8
DB02083	18001-18-8
DB02083	18319-88-5
DB02083	2491-06-7
DB02085	22059-21-8
DB02087	140480-89-3
DB02088	13138-37-9
DB02092	100339-48-8
DB02092	604-33-1
DB02095	5815-00-9
DB02095	91-56-5
DB02097	147-94-4
DB02097	3083-52-1
DB02097	3530-56-1
DB02097	4395-95-3
DB02097	65-46-3
DB02097	7428-39-9
DB02098	3805-37-6
DB02100	1321-19-3
DB02100	1824-94-8
DB02100	203059-91-0
DB02100	25281-48-5
DB02100	25360-07-0
DB02100	26264-15-3
DB02100	27939-29-3
DB02100	27939-30-6
DB02100	3149-68-6
DB02100	3396-99-4
DB02100	34004-14-3
DB02100	51023-63-3
DB02100	617-04-9
DB02100	61849-72-7
DB02100	68936-95-8
DB02100	7000-27-3
DB02100	709-50-2
DB02100	97-30-3
DB02100	99770-02-2
DB02101	105300-43-4
DB02101	136087-85-9
DB02101	15825-24-8
DB02103	114849-58-0
DB02105	7659-29-2
DB02107	108-09-8
DB02109	2618-22-6
DB02109	41047-88-5
DB02109	689-13-4
DB02110	104414-01-9
DB02110	10534-83-5
DB02110	12348-69-5
DB02110	13601-66-6
DB02110	137090-60-9
DB02110	14024-47-6
DB02110	14220-45-2
DB02110	14325-03-2
DB02110	14325-05-4
DB02110	14494-37-2
DB02110	14564-48-8
DB02110	14875-96-8
DB02110	14947-11-6
DB02110	15008-23-8
DB02110	15137-08-3
DB02110	15157-55-8
DB02110	15278-20-3
DB02110	15282-98-1
DB02110	15293-29-5
DB02110	15349-44-7
DB02110	15352-27-9
DB02110	15415-30-2
DB02110	15442-64-5
DB02110	15550-55-7
DB02110	15613-11-3
DB02110	15629-11-5
DB02110	15635-23-1
DB02110	15841-69-7
DB02110	16009-13-5
DB02110	16594-85-7
DB02110	18443-53-3
DB02110	18449-03-1
DB02110	19445-77-3
DB02110	19453-13-5
DB02110	21393-64-6
DB02110	25520-07-4
DB02110	25804-08-4
DB02110	27685-51-4
DB02110	27883-40-5
DB02110	30137-73-6
DB02110	31233-21-3
DB02110	32680-74-3
DB02110	33293-64-0
DB02110	33519-88-9
DB02110	33570-32-0
DB02110	33699-91-1
DB02110	36466-12-3
DB02110	37981-00-3
DB02110	38199-74-5
DB02110	38867-82-2
DB02110	39404-00-7
DB02110	41139-17-7
DB02110	41754-09-0
DB02110	42724-75-4
DB02110	49860-79-9
DB02110	51350-78-8
DB02110	54854-55-6
DB02110	6667-75-0
DB02110	75994-02-4
DB02110	80216-25-7
DB02110	80481-08-9
DB02110	84640-43-7
DB02110	92306-07-5
DB02113	2004-03-7
DB02114	99-88-7
DB02115	1329-08-4
DB02115	552-66-9
DB02116	101622-51-9
DB02119	3672-03-5
DB02120	38231-86-6
DB02121	42861-32-5
DB02121	541-35-5
DB02123	162148-48-3
DB02123	16564-43-5
DB02123	2273-95-2
DB02123	640-79-9
DB02123	64480-66-6
DB02125	700-58-3
DB02126	19675-63-9
DB02127	1445-75-6
DB02127	25925-63-7
DB02127	26016-74-0
DB02127	96420-61-0
DB02129	155-54-4
DB02129	5988-19-2
DB02130	121-34-6
DB02130	7504-15-6
DB02132	112733-06-9
DB02133	10579-94-9
DB02133	1406-65-1
DB02133	15280-34-9
DB02133	18917-95-8
DB02133	22309-13-3
DB02133	479-61-8
DB02134	1196-43-6
DB02134	16819-86-6
DB02134	67208-09-7
DB02137	22541-87-3
DB02138	3762-25-2
DB02142	529-96-4
DB02142	73855-29-5
DB02142	951-83-7
DB02144	799812-61-6
DB02144	88587-95-5
DB02145	107569-51-7
DB02145	35296-72-1
DB02145	4712-38-3
DB02145	71-36-3
DB02152	97161-97-2
DB02152	99533-80-9
DB02153	1115-65-7
DB02153	2381-08-0
DB02156	98022-26-5
DB02159	190913-75-8
DB02159	25322-69-4
DB02159	4254-14-2
DB02159	4254-15-3
DB02159	57-55-6
DB02161	20223-46-5
DB02161	51-56-9
DB02161	637-21-8
DB02161	6450-57-3
DB02161	87-00-3
DB02163	51786-53-9
DB02163	95-78-3
DB02165	13587-54-7
DB02165	13670-17-2
DB02165	13968-08-6
DB02165	13968-48-4
DB02165	13982-43-9
DB02165	14280-30-9
DB02165	14314-42-2
DB02165	14337-01-0
DB02165	14797-71-8
DB02165	14940-63-7
DB02165	14940-65-9
DB02165	156428-50-1
DB02165	17778-80-2
DB02165	19229-79-9
DB02165	23713-49-7
DB02165	24286-21-3
DB02165	3352-57-6
DB02165	558440-22-5
DB02165	56583-62-1
DB02165	7732-18-5
DB02165	7789-20-0
DB02166	25535-16-4
DB02166	36015-30-2
DB02167	19701-89-4
DB02167	2812-31-9
DB02169	155751-72-7
DB02169	78111-17-8
DB02171	108392-12-7
DB02171	15664-55-8
DB02171	15806-48-1
DB02171	20479-58-7
DB02172	210115-92-7
DB02172	59920-31-9
DB02172	6163-82-2
DB02173	10534-83-5
DB02173	12348-69-5
DB02173	13601-66-6
DB02173	14024-47-6
DB02173	14220-45-2
DB02173	14325-03-2
DB02173	14564-48-8
DB02173	15008-23-8
DB02173	15137-08-3
DB02173	15157-55-8
DB02173	15282-98-1
DB02173	15293-29-5
DB02173	15349-44-7
DB02173	15352-27-9
DB02173	15550-55-7
DB02173	15613-11-3
DB02173	15635-23-1
DB02173	15841-69-7
DB02173	16594-85-7
DB02173	18443-53-3
DB02173	18449-03-1
DB02173	19445-77-3
DB02173	19453-13-5
DB02173	25520-07-4
DB02173	25804-08-4
DB02173	27685-51-4
DB02173	27883-40-5
DB02173	30137-73-6
DB02173	31233-21-3
DB02173	32680-74-3
DB02173	33293-64-0
DB02173	33519-88-9
DB02173	33570-32-0
DB02173	33699-91-1
DB02173	36466-12-3
DB02173	37981-00-3
DB02173	38199-74-5
DB02173	38867-82-2
DB02173	41139-17-7
DB02173	41754-09-0
DB02173	42724-75-4
DB02173	49860-79-9
DB02173	51350-78-8
DB02173	6667-75-0
DB02173	92306-07-5
DB02174	26700-71-0
DB02174	32640-56-5
DB02174	56-85-9
DB02174	585-21-7
DB02174	5959-95-5
DB02174	6899-04-3
DB02175	141-82-2
DB02175	156-80-9
DB02175	183133-72-4
DB02175	813-56-9
DB02176	1112-02-3
DB02176	1186-52-3
DB02176	14302-87-5
DB02176	157090-22-7
DB02176	64-19-7
DB02176	68475-71-8
DB02176	71-50-1
DB02176	758-12-3
DB02176	79893-89-3
DB02178	122-78-1
DB02178	68512-06-1
DB02178	68784-06-5
DB02180	3130-72-1
DB02180	799812-85-4
DB02181	2564-35-4
DB02181	74299-51-7
DB02181	83711-62-0
DB02181	93919-41-6
DB02182	14127-53-8
DB02182	98606-14-5
DB02184	16096-97-2
DB02184	214119-27-4
DB02184	27565-41-9
DB02184	3483-12-3
DB02184	6892-68-8
DB02184	7634-42-6
DB02185	15893-52-4
DB02186	157296-99-6
DB02187	474-86-2
DB02189	24027-80-3
DB02189	93939-70-9
DB02190	1948-82-9
DB02190	94313-94-7
DB02191	73030-39-4
DB02192	1321-27-3
DB02192	60-12-8
DB02192	99811-55-9
DB02192	99811-56-0
DB02196	26575-17-7
DB02196	528-04-1
DB02196	7277-98-7
DB02198	1068-52-6
DB02198	418768-49-7
DB02198	54846-43-4
DB02198	62817-09-8
DB02198	63088-03-9
DB02198	66900-66-1
DB02198	66900-73-0
DB02198	66900-74-1
DB02198	68-10-0
DB02198	79-08-3
DB02199	14127-53-8
DB02201	141-82-2
DB02201	156-80-9
DB02201	183133-72-4
DB02201	813-56-9
DB02202	107-88-0
DB02202	24621-61-2
DB02202	6290-03-5
DB02203	59182-86-4
DB02203	75-86-5
DB02205	13164-04-0
DB02205	33054-89-6
DB02209	447-05-2
DB02210	140434-69-1
DB02210	629-11-8
DB02211	1506-17-8
DB02211	32033-21-9
DB02213	20838-44-2
DB02213	3150-25-2
DB02216	1187-84-4
DB02216	19651-44-6
DB02216	7728-98-5
DB02219	1135-40-6
DB02220	220402-83-5
DB02222	147057-10-1
DB02224	17654-26-1
DB02224	480-18-2
DB02228	105851-17-0
DB02228	38711-37-4
DB02232	120-80-9
DB02232	12385-08-9
DB02233	305-77-1
DB02233	5462-80-6
DB02233	6033-32-5
DB02234	1071-37-0
DB02234	16400-82-1
DB02234	21704-44-9
DB02234	21704-45-0
DB02234	21704-46-1
DB02234	2986-20-1
DB02234	37031-93-9
DB02234	37031-94-0
DB02234	37031-95-1
DB02234	41789-38-2
DB02234	6333-32-0
DB02235	3226-65-1
DB02235	4241-59-2
DB02235	454-41-1
DB02235	50896-98-5
DB02235	62697-73-8
DB02235	86631-49-4
DB02236	10074-18-7
DB02236	92379-77-6
DB02237	11078-31-2
DB02237	34612-38-9
DB02237	38819-01-1
DB02237	76081-94-2
DB02238	583-92-6
DB02239	123-76-2
DB02239	19856-23-6
DB02239	23292-85-5
DB02239	5743-49-7
DB02239	58505-81-0
DB02239	591-64-0
DB02239	65840-40-6
DB02239	68455-26-5
DB02239	69727-29-3
DB02239	83037-41-6
DB02239	94134-20-0
DB02240	39362-56-6
DB02240	4213-45-0
DB02240	64046-79-3
DB02242	40702-21-4
DB02242	5327-81-1
DB02242	701-97-3
DB02249	110-80-5
DB02251	27415-09-4
DB02252	104130-35-0
DB02252	172484-65-0
DB02252	22308-77-6
DB02252	591-50-4
DB02252	7379-67-1
DB02255	142880-36-2
DB02256	189282-17-5
DB02256	20649-53-0
DB02261	117985-57-6
DB02261	74389-68-7
DB02262	13186-54-4
DB02262	68460-00-4
DB02263	10030-19-0
DB02263	142-10-9
DB02263	591-57-1
DB02263	591-59-3
DB02265	3439-38-1
DB02266	1977-00-0
DB02266	530-78-9
DB02267	2387-71-5
DB02271	121124-66-1
DB02273	18479-58-8
DB02274	4707-58-8
DB02279	43165-51-1
DB02279	52009-50-4
DB02279	611-73-4
DB02279	63468-90-6
DB02280	14447-35-9
DB02280	14447-36-0
DB02280	15769-78-5
DB02280	17199-29-0
DB02280	611-71-2
DB02280	769-61-9
DB02280	90-64-2
DB02282	2457-80-9
DB02282	2457-81-0
DB02282	53458-28-9
DB02282	53458-29-0
DB02282	53458-31-4
DB02289	1068-84-4
DB02289	7228-65-1
DB02293	2679-48-3
DB02296	123-51-3
DB02296	6423-06-9
DB02297	33332-28-4
DB02299	16709-23-2
DB02300	112828-00-9
DB02300	112965-21-6
DB02300	485805-18-3
DB02302	30344-00-4
DB02303	60763-80-6
DB02304	13367-85-6
DB02304	134376-90-2
DB02304	139574-02-0
DB02306	6931-84-6
DB02306	97281-47-5
DB02309	25249-23-4
DB02309	25899-70-1
DB02309	523-98-8
DB02310	23624-78-4
DB02310	55247-91-1
DB02311	33577-16-1
DB02312	15912-94-4
DB02312	299-31-0
DB02312	32972-52-4
DB02312	33068-18-7
DB02312	3415-10-9
DB02312	34378-76-2
DB02312	3672-15-9
DB02312	56-73-5
DB02312	58823-95-3
DB02312	6051-41-8
DB02315	40732-48-7
DB02315	51821-84-2
DB02315	59668-85-8
DB02315	7665-99-8
DB02317	101455-35-0
DB02317	17364-14-6
DB02317	18822-82-7
DB02317	19046-60-7
DB02317	2255-14-3
DB02317	27133-73-9
DB02317	27251-84-9
DB02317	29732-59-0
DB02317	53823-71-5
DB02317	55607-88-0
DB02317	56401-20-8
DB02317	59-56-3
DB02317	5996-14-5
DB02317	65826-02-0
DB02317	6736-77-2
DB02317	6799-01-5
DB02317	68901-12-2
DB02317	6997-09-7
DB02317	71888-67-0
DB02317	83833-15-2
DB02318	85754-73-0
DB02320	6983-36-4
DB02324	1763-02-6
DB02324	20972-36-5
DB02327	112-27-6
DB02329	108064-10-4
DB02329	5697-56-3
DB02329	7421-40-1
DB02329	78515-90-9
DB02332	138663-53-3
DB02332	146-14-5
DB02332	84366-81-4
DB02333	102814-08-4
DB02333	1173-82-6
DB02333	91918-34-2
DB02333	93858-62-9
DB02333	93919-43-8
DB02335	13483-03-9
DB02335	13577-63-4
DB02335	171088-71-4
DB02335	171088-72-5
DB02335	171088-73-6
DB02335	171088-74-7
DB02335	171088-75-8
DB02335	171088-76-9
DB02335	171088-77-0
DB02335	171088-78-1
DB02335	1779-81-3
DB02335	54749-86-9
DB02335	65767-36-4
DB02335	85959-63-3
DB02337	88096-03-1
DB02338	22046-90-8
DB02338	2646-71-1
DB02338	53-57-6
DB02340	16354-58-8
DB02340	97-14-3
DB02342	362-07-2
DB02343	4353-28-0
DB02344	11032-36-3
DB02344	126934-33-6
DB02344	1904-24-1
DB02344	489-46-3
DB02344	92413-99-5
DB02345	10236-58-5
DB02345	86808-83-5
DB02348	13537-32-1
DB02348	15181-43-8
DB02351	128270-60-0
DB02352	24016-03-3
DB02357	114375-70-1
DB02357	114375-71-2
DB02357	125412-00-2
DB02357	147217-24-1
DB02357	72028-62-7
DB02361	33784-54-2
DB02362	150-13-0
DB02362	2906-28-7
DB02363	4457-01-6
DB02365	66-71-7
DB02371	70331-82-7
DB02371	7365-44-8
DB02371	77044-70-3
DB02373	13587-54-7
DB02373	13670-17-2
DB02373	13968-08-6
DB02373	13968-48-4
DB02373	13982-43-9
DB02373	14280-30-9
DB02373	14314-42-2
DB02373	14337-01-0
DB02373	14797-71-8
DB02373	14940-63-7
DB02373	14940-65-9
DB02373	156428-50-1
DB02373	17778-80-2
DB02373	24286-21-3
DB02373	3352-57-6
DB02373	41831-79-2
DB02373	51621-17-1
DB02373	558440-22-5
DB02373	56583-62-1
DB02373	7732-18-5
DB02373	7789-20-0
DB02375	529-44-2
DB02379	10030-80-5
DB02379	10257-28-0
DB02379	108942-17-2
DB02379	111688-73-4
DB02379	147-74-0
DB02379	147-76-2
DB02379	15572-79-9
DB02379	2152-76-3
DB02379	2280-44-6
DB02379	2595-97-3
DB02379	26566-61-0
DB02379	26655-34-5
DB02379	29696-75-1
DB02379	31103-86-3
DB02379	3458-28-4
DB02379	3646-73-9
DB02379	39392-62-6
DB02379	39392-65-9
DB02379	4205-23-6
DB02379	492-61-5
DB02379	492-62-6
DB02379	50-99-7
DB02379	50986-23-7
DB02379	579-36-2
DB02379	58367-01-4
DB02379	59-23-4
DB02379	5978-95-0
DB02379	6027-89-0
DB02379	7282-81-7
DB02379	7296-15-3
DB02379	7296-64-2
DB02379	7322-31-8
DB02379	9037-91-6
DB02382	321-02-8
DB02383	82964-04-3
DB02385	2277-42-1
DB02386	20459-60-3
DB02387	2180-37-2
DB02387	587-33-7
DB02387	775-06-4
DB02393	102292-66-0
DB02396	624-78-2
DB02397	17041-36-0
DB02399	13074-06-1
DB02399	51607-21-7
DB02399	5328-43-8
DB02399	54167-89-4
DB02399	5624-40-8
DB02399	95120-27-7
DB02403	348-54-9
DB02405	73367-80-3
DB02406	10023-74-2
DB02406	109-52-4
DB02412	142-68-7
DB02413	6367-98-2
DB02413	97170-10-0
DB02415	7305-30-8
DB02417	118-79-6
DB02417	2666-53-7
DB02417	52340-65-5
DB02417	5456-36-0
DB02417	68084-30-0
DB02418	19132-06-0
DB02418	24347-58-8
DB02418	35007-63-7
DB02418	513-85-9
DB02418	5341-95-7
DB02418	6982-25-8
DB02419	53074-96-7
DB02421	117756-22-6
DB02421	137868-52-1
DB02421	14656-80-5
DB02421	28053-08-9
DB02421	2956-16-3
DB02421	7333-33-7
DB02423	68488-87-9
DB02424	30562-34-6
DB02425	29710-31-4
DB02428	16907-79-2
DB02428	24476-79-7
DB02428	64508-44-7
DB02428	93-10-7
DB02430	4484-88-2
DB02431	13191-15-6
DB02431	18423-42-2
DB02431	36051-68-0
DB02431	65-47-4
DB02434	4653-11-6
DB02435	3218-02-8
DB02435	50877-01-5
DB02435	6292-98-4
DB02438	36256-85-6
DB02440	111-65-9
DB02440	17252-77-6
DB02440	50985-84-7
DB02440	68553-14-0
DB02448	133754-47-9
DB02448	3015-50-7
DB02448	50354-80-8
DB02448	55656-86-5
DB02448	638-53-9
DB02448	68002-90-4
DB02448	68990-37-4
DB02448	82039-25-6
DB02452	18423-43-3
DB02452	27821-54-1
DB02452	3624-46-2
DB02453	13587-54-7
DB02453	13670-17-2
DB02453	13968-08-6
DB02453	13968-48-4
DB02453	13982-43-9
DB02453	14280-30-9
DB02453	14314-42-2
DB02453	14337-01-0
DB02453	14797-71-8
DB02453	14940-63-7
DB02453	14940-65-9
DB02453	156428-50-1
DB02453	17778-80-2
DB02453	23713-48-6
DB02453	24286-21-3
DB02453	3352-57-6
DB02453	39349-74-1
DB02453	558440-22-5
DB02453	56583-62-1
DB02453	7732-18-5
DB02453	7789-20-0
DB02456	162756-87-8
DB02456	24939-03-5
DB02456	25280-45-9
DB02456	26182-06-9
DB02456	26427-29-2
DB02456	29629-69-4
DB02456	30811-80-4
DB02456	31276-62-7
DB02456	34354-71-7
DB02456	34607-23-3
DB02456	34689-47-9
DB02456	38640-92-5
DB02456	54482-00-7
DB02456	59789-29-6
DB02456	63-37-6
DB02456	64769-70-6
DB02456	65048-11-5
DB02456	6757-06-8
DB02456	7075-11-8
DB02456	74721-51-0
DB02456	81251-17-4
DB02458	26289-39-4
DB02459	16060-65-4
DB02459	42823-46-1
DB02461	152269-49-3
DB02464	100-46-9
DB02464	45579-94-0
DB02466	110368-35-9
DB02466	95906-68-6
DB02467	3226-65-1
DB02467	4241-59-2
DB02467	454-41-1
DB02467	50896-98-5
DB02467	62697-73-8
DB02467	86631-49-4
DB02468	14127-53-8
DB02477	164931-25-3
DB02481	6343-54-0
DB02482	1114-81-4
DB02482	27530-80-9
DB02485	3063-71-6
DB02486	1892-29-1
DB02489	118574-25-7
DB02489	118574-84-8
DB02489	5502-78-3
DB02494	156-05-8
DB02494	20312-36-1
DB02494	57618-25-4
DB02494	57618-26-5
DB02494	7326-19-4
DB02494	79428-01-6
DB02494	82429-96-7
DB02494	828-01-3
DB02494	85391-15-7
DB02494	85391-16-8
DB02494	85391-17-9
DB02494	85391-18-0
DB02497	26289-09-8
DB02498	112345-60-5
DB02502	88847-89-6
DB02507	12795-55-0
DB02507	129-06-6
DB02507	2610-86-8
DB02507	36508-91-5
DB02507	5543-79-3
DB02507	81-81-2
DB02509	106-28-5
DB02509	3790-71-4
DB02509	4602-84-0
DB02509	8024-35-9
DB02512	103213-50-9
DB02512	108015-99-2
DB02512	23684-52-8
DB02512	488-69-7
DB02512	55529-38-9
DB02512	56594-87-7
DB02512	6035-52-5
DB02512	6055-82-9
DB02513	51273-66-6
DB02513	60311-07-1
DB02513	89-83-8
DB02515	100656-59-5
DB02515	12040-65-2
DB02515	126-95-4
DB02515	1300-23-8
DB02515	1300-25-0
DB02515	1300-26-1
DB02515	1301-70-8
DB02515	1319-69-3
DB02515	1319-70-6
DB02515	1320-46-3
DB02515	1323-31-5
DB02515	1334-74-3
DB02515	1335-34-8
DB02515	143007-63-0
DB02515	143007-68-5
DB02515	146-39-4
DB02515	1509-81-5
DB02515	1555-56-2
DB02515	17603-42-8
DB02515	17989-41-2
DB02515	24634-60-4
DB02515	27082-31-1
DB02515	27214-00-2
DB02515	28917-82-0
DB02515	29849-82-9
DB02515	398143-83-4
DB02515	55073-41-1
DB02515	57-03-4
DB02515	5746-57-6
DB02515	68391-37-7
DB02515	927-19-5
DB02515	927-20-8
DB02515	93805-66-4
DB02515	95648-81-0
DB02515	95648-82-1
DB02517	10549-13-0
DB02517	11070-68-1
DB02517	19285-83-7
DB02517	24016-48-6
DB02517	24938-00-9
DB02517	56-86-0
DB02517	617-65-2
DB02517	6893-26-1
DB02518	1115-69-1
DB02518	139146-66-0
DB02518	19436-52-3
DB02518	97-69-8
DB02520	147-84-2
DB02520	392-74-5
DB02527	11002-78-1
DB02527	24493-93-4
DB02527	32465-18-2
DB02527	37839-81-9
DB02527	51867-88-0
DB02527	54532-48-8
DB02527	60-92-4
DB02527	85187-54-8
DB02530	20-79-1
DB02530	28805-76-7
DB02530	3131-86-0
DB02530	56-12-2
DB02531	223134-74-5
DB02531	29054-08-8
DB02531	5711-69-3
DB02531	769884-60-8
DB02531	79-31-2
DB02531	95926-99-1
DB02532	13741-90-7
DB02533	10308-82-4
DB02533	1068-42-4
DB02533	146396-79-4
DB02533	16139-18-7
DB02533	1937-19-5
DB02533	2200-97-7
DB02533	24413-21-6
DB02533	2582-30-1
DB02533	2834-84-6
DB02533	79-17-4
DB02533	996-19-0
DB02534	1745-81-9
DB02534	26761-75-1
DB02536	108132-36-1
DB02536	367-47-5
DB02536	453-17-8
DB02536	497-09-6
DB02536	56-82-6
DB02539	1071-37-0
DB02539	16400-82-1
DB02539	21704-44-9
DB02539	21704-45-0
DB02539	21704-46-1
DB02539	2986-20-1
DB02539	37031-93-9
DB02539	37031-94-0
DB02539	37031-95-1
DB02539	41789-38-2
DB02539	6333-32-0
DB02541	13325-10-5
DB02545	574013-66-4
DB02546	149647-78-9
DB02547	15839-70-0
DB02548	108392-12-7
DB02548	15664-55-8
DB02548	15806-48-1
DB02548	20479-58-7
DB02552	16751-02-3
DB02552	38095-90-8
DB02552	763-10-0
DB02556	10549-09-4
DB02556	10549-11-8
DB02556	150-30-1
DB02556	30394-07-1
DB02556	63-91-2
DB02556	673-06-3
DB02561	12286-76-9
DB02561	3615-56-3
DB02561	470-15-5
DB02561	57-48-7
DB02561	6347-01-9
DB02561	7660-25-5
DB02561	87-81-0
DB02562	79647-29-3
DB02563	5060-32-2
DB02563	799812-81-0
DB02571	1962-83-0
DB02576	10042-65-6
DB02576	103217-63-6
DB02576	106083-57-2
DB02576	125304-12-3
DB02576	1319-72-8
DB02576	1674-56-2
DB02576	176086-00-3
DB02576	21142-28-9
DB02576	25525-60-4
DB02576	2799-16-8
DB02576	2799-17-9
DB02576	30798-32-4
DB02576	35255-32-4
DB02576	54590-52-2
DB02576	55738-53-9
DB02576	5600-19-1
DB02576	6365-72-6
DB02576	64012-04-0
DB02576	64012-06-2
DB02576	64012-07-3
DB02576	67859-80-7
DB02576	67952-32-3
DB02576	67953-01-9
DB02576	68003-13-4
DB02576	68052-42-6
DB02576	68171-53-9
DB02576	68213-80-9
DB02576	68227-24-7
DB02576	68258-64-0
DB02576	68515-72-0
DB02576	68586-06-1
DB02576	68910-01-0
DB02576	71735-19-8
DB02576	72207-93-3
DB02576	7373-11-7
DB02576	75113-49-4
DB02576	75113-58-5
DB02576	75125-61-0
DB02576	75196-34-8
DB02576	7780-04-3
DB02576	78-96-6
DB02576	783324-46-9
DB02576	83447-87-4
DB02576	84473-71-2
DB02576	93894-50-9
DB02576	93966-51-9
DB02576	94086-75-6
DB02576	94237-03-3
DB02576	95566-38-4
DB02577	104414-01-9
DB02577	137090-60-9
DB02577	14127-53-8
DB02577	14325-03-2
DB02577	14325-05-4
DB02577	14494-37-2
DB02577	14875-96-8
DB02577	14947-11-6
DB02577	15278-20-3
DB02577	15415-30-2
DB02577	15442-64-5
DB02577	15629-11-5
DB02577	16009-13-5
DB02577	21393-64-6
DB02577	39404-00-7
DB02577	54854-55-6
DB02577	75994-02-4
DB02577	80216-25-7
DB02577	80481-08-9
DB02577	84640-43-7
DB02579	101360-15-0
DB02579	10344-93-1
DB02579	29862-29-1
DB02579	55927-87-2
DB02579	79-10-7
DB02579	9003-01-4
DB02579	9007-20-9
DB02579	96145-98-1
DB02580	1191-87-3
DB02583	175354-76-4
DB02586	3248-05-3
DB02587	64657-11-0
DB02587	66428-89-5
DB02587	66575-29-9
DB02590	56816-60-5
DB02593	335377-65-6
DB02594	207121-53-7
DB02594	25203-63-8
DB02594	3992-42-5
DB02594	40093-94-5
DB02594	4251-19-8
DB02594	56905-41-0
DB02595	92953-54-3
DB02596	7292-42-4
DB02600	187227-45-8
DB02601	22818-40-2
DB02601	32462-30-9
DB02601	52067-90-0
DB02601	6324-01-2
DB02601	938-97-6
DB02606	13020-06-9
DB02606	14898-79-4
DB02606	15892-23-6
DB02606	4221-99-2
DB02606	4712-39-4
DB02606	78-92-2
DB02608	15376-53-1
DB02608	4618-99-9
DB02609	6917-68-6
DB02613	2605-79-0
DB02613	70592-80-2
